Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,StandardisedIncidenceRatioQF
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2007,54,31,21,67,101,175,287,446,747,1156,1714,2409,3463,4043,4122,4247,3169,1862,820,28934,19.6859722865257,11.1900430275203,6.84246367792198,20.3479808425279,29.5685624701753,53.5931939706126,92.1102884303701,117.436410553478,182.582553222692,298.671737540919,496.756878952463,723.375632841074,1143.8820642067,1646.21285536292,1927.3390377332,2474.86961335625,2679.89277046283,2784.9237212085,2747.16070890147,559.651837524178,553.221631438439,566.138137659297,646.621328318757,638.900950846383,NA,654.387430840451,NA,297.605320411061,293.868772101401,NA,301.365147805381,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2008,61,38,31,59,115,204,259,487,834,1184,1721,2446,3654,4047,4403,4273,3224,2036,764,29840,21.6253775578213,13.9594001866151,10.20448470644,17.9262108547764,33.1713226704357,60.6276747503566,84.4950037027733,131.666459388873,204.52304930624,299.588319091923,487.914131648929,746.4599609375,1160.1068034835,1622.67494777529,2029.99580446018,2462.14303823726,2704.33498859214,2926.92744497635,2622.18561230093,573.526302638913,567.03720818679,580.071134744314,655.821777372792,648.113295655294,NA,663.575199701255,NA,303.505302622427,299.747952275016,NA,307.28573236048,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2009,51,23,32,68,118,205,245,420,803,1207,1824,2562,3763,4229,4557,4331,3303,2098,807,30646,17.738760234569,8.53166360021366,10.6617267332802,20.4621435299003,33.8398800118153,60.2987287263144,79.1719582618362,117.475616816914,198.749093501177,300.543318575918,505.08686718763,785.75700418641,1163.89122581284,1664.914746444,2074.57923417661,2477.98648579063,2733.4116751353,2905.01246192191,2775.86681342873,585.752785794836,579.212845391412,592.34815346913,663.78332471279,656.090438402592,NA,671.520429510993,NA,306.200614990952,302.468337082033,NA,309.955462707044,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2010,44,18,32,56,133,208,290,427,812,1222,1831,2515,3807,4146,4580,4199,3424,2012,878,30634,15.1244328337687,6.67660739322992,10.8217422328636,16.876314695051,37.6000429714777,60.6589073814308,91.9129299306533,123.084905524408,204.671139856932,299.175431380614,496.066149377953,768.478626210774,1149.06101160832,1613.3362907274,2071.53583123767,2370.97684923772,2780.66528066528,2814.73398525482,2707.36971939562,582.151951655201,575.650945242284,588.708066206906,652.698772671091,645.180100441466,NA,660.260399105779,NA,302.047647033094,298.363986053993,NA,305.753596019979,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2011,52,31,33,61,119,211,256,385,798,1252,1845,2499,3846,4318,4664,4455,3563,2025,938,31351,17.7120162405564,11.4433370247324,11.3688823355129,18.6640802127093,32.5510148257563,60.9212095314264,79.064567337686,114.54890047932,202.710941310356,304.794178723321,488.978763215015,752.883190127861,1143.06773701715,1633.0513250105,2116.46934432106,2486.82624034296,2841.39844971131,2817.39130434783,2667.12161278399,591.539463008736,585.009390977153,598.124249962978,659.157698344343,651.682135312613,NA,666.675304592117,NA,303.359790733856,299.690723187339,NA,307.050873296076,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2012,54,32,32,58,108,199,279,406,745,1249,1951,2588,3732,4645,4558,4386,3530,2164,984,31700,18.2561952736739,11.6111568703578,11.3645242170908,18.1854666767,29.0840934245712,57.2938859650133,83.7996377693077,126.091263987279,193.270051443559,304.436633793685,507.139199442693,762.755823823446,1156.76811634632,1625.57525066055,2057.38840766804,2428.58487588525,2744.36937812434,2992.17388899643,2666.30537867498,596.582354712436,590.032867551581,603.186415150975,654.668395859823,647.297905767749,NA,662.080034151158,NA,302.588309689148,298.937739808077,NA,306.260728402682,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2013,57,23,30,65,96,215,313,387,746,1293,1951,2703,3600,4833,4652,4518,3591,2302,997,32372,19.3849198926688,8.13591937657633,10.9038570577032,20.7337184488627,25.9265360797457,61.0665341191508,91.867253286529,123.205246569673,199.318150242067,317.053972737772,497.151127827213,780.262223530838,1134.54077886224,1625.1824252981,2068.29094789258,2461.54851996535,2755.41914444658,3151.78400284783,2645.26399575484,607.616795239972,601.015580155838,614.272438094895,660.079198192059,652.739927912818,NA,667.458931557181,NA,304.608047373227,300.960652840908,NA,308.277107155936,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2014,59,43,26,65,128,215,298,406,769,1319,1955,2648,3518,4901,4848,4704,3714,2255,1086,32957,20.2153794495249,14.893270666144801,9.56237426397302,21.0853437397614,34.731549542656,60.1301047662197,86.7080615219884,128.906485647247,213.085500210592,326.745574442997,490.423570434106,746.645312460349,1113.96092587315,1603.85107517909,2111.17643216409,2523.4156232901,2804.22521386559,3013.53753224017,2745.75242718447,616.295160445807,609.659192972797,622.985352241181,660.479079103169,653.220243782358,NA,667.777468956018,NA,305.316845841122,301.66892480627,NA,308.986387793847,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2015,65,33,31,68,126,216,347,478,671,1243,1981,2615,3612,4918,4720,4593,3658,2315,1090,32780,22.3234217340834,11.2876082584247,11.3911119930037,22.3696719882362,34.2698615606386,59.3592498749608,99.7413049726933,149.311076195504,191.810190809691,314.033217286733,488.782189675124,720.743068188082,1139.43936554805,1571.47193685993,2031.62797104069,2448.6988788126,2722.921520608,3045.57175182866,2739.03756753361,610.087474409082,603.500684223308,616.72823285085,648.605768717339,641.463897108608,NA,655.786631762116,NA,301.249939941897,297.628907726048,NA,304.89256388884,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2016,64,40,38,50,119,207,356,460,721,1210,2125,2625,3528,4895,4828,4529,3656,2304,1050,32805,22.2811744964106,13.3841037000355,13.8495068846628,16.7414451215429,32.6952718240939,55.3292491259582,101.161366587765,140.34959252852,213.542314549903,308.475950348119,522.509718680767,707.888711804348,1097.17868338558,1541.61575188017,2019.92310234751,2423.92130417563,2679.99824070137,2954.67952499423,2556.7974285923,606.97170980813,600.421049667015,613.576021628985,640.321600795296,633.285751752559,NA,647.395781336338,NA,298.551547168156,294.959592448392,NA,302.164940400069,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2017,57,34,43,66,99,169,347,411,624,1141,2056,2836,3512,4859,5147,4669,3673,2297,1104,33144,20.2051711058964,11.2601051163931,15.3518245464964,22.7554820024824,27.7614978870415,44.2121345304619,97.7244564605159,121.219986255836,191.980506594715,296.30976186148,505.098894727662,748.510105942157,1067.44151411351,1592.77008909547,1983.20040072439,2480.05439228309,2663.65950410826,2867.98766403216,2645.89574595566,610.97183306297,604.411719808578,617.585398696002,637.672025803124,630.711041527843,NA,644.670684739692,NA,294.727420599311,291.191451501857,NA,298.28443434306,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2018,46,39,33,55,104,216,338,518,701,1225,2069,2954,3856,4958,5589,4944,3946,2281,1053,34925,16.6147755921723,12.9529806801311,11.4666944647139,19.3278137782713,29.6614036688875,56.4942198043626,93.5619418808718,148.851857918315,220.772103980197,327.288952060852,511.259318930433,763.978689287746,1146.57484552759,1650.39462340178,2062.62801468824,2587.10008267836,2813.38675868756,2800.52548220359,2511.5080974074,642.227984038543,635.509929251294,648.999357922569,661.608856639713,654.584533595905,NA,668.670149596373,NA,308.433095667574,304.820905478699,NA,312.0662686746,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2019,54,35,28,69,101,182,335,468,673,1124,2126,2774,3726,4673,5349,4690,3710,2305,1097,33519,19.8737647903134,11.6933274532601,9.50202596767954,24.4717298321027,29.068428808252,47.6121960471413,90.6721376700779,132.757671861614,210.686468481555,310.962822789923,530.055598494104,705.631570780646,1080.96189942935,1560.5589024993,1918.19433686204,2393.45550673383,2597.91186706534,2762.82827314243,2512.71244674516,613.53028389435,606.979555656305,620.134087279047,624.665839128159,617.907181994336,NA,631.46075040043,NA,292.555354053951,289.03436695267,NA,296.097363183125,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2020,50,41,26,47,102,185,311,502,608,1022,1794,2542,3341,4232,4925,4422,3512,2172,1029,30863,18.9533217591715,13.7628691218282,8.72246134439968,16.6595774847583,29.8459422685842,49.0450790553653,83.1397415984752,141.143657251466,187.442580295099,292.063419485374,456.357332370082,636.54393204856,947.615927662387,1408.63353892548,1723.05216387363,2230.96715604662,2450.87092451987,2568.52959958374,2352.05376122883,564.635931211123,558.353901136952,570.971014335087,570.055018033378,563.628044699879,NA,576.517923173248,NA,265.861303830777,262.505387533675,NA,269.238240883845,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2021,59,34,33,63,101,189,308,499,688,1054,2071,3075,3955,4989,5700,5020,4012,2410,1119,35379,23.0976718329764,11.5753744122944,10.8350899312464,22.2120368085181,30.4237027754851,50.982148155741,80.3478959546921,138.621122636635,206.885560410283,311.559630858001,531.310368889995,766.049674895992,1096.70406459878,1633.46691812038,1964.47403792469,2457.18285454163,2811.98528123357,2802.71665813834,2469.05408088965,645.613971057866,638.903856600365,652.376997285618,644.285706055894,637.508250621074,NA,651.098502132004,NA,300.759776781407,297.210387691923,NA,304.32994327817,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,1997,31,22,26,23,60,78,110,157,170,364,635,968,1415,2093,2244,2051,1323,638,202,12610,20.013169957004,13.2604410904905,15.9237619275101,14.4259416062972,37.4709600059954,41.9061945951754,55.6370441555814,82.5455577871481,99.0878092851106,215.647475621171,403.702620570397,732.9835002991,1159.90261736329,1921.24105011933,2536.45303492709,3349.39168776027,3901.73410404624,4104.74168435952,4176.14223692371,516.311935936375,507.339162519493,525.403572544864,752.427657837191,738.418265180325,NA,766.566874202071,NA,317.86223838265,312.086521563134,NA,323.690177377513,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,1998,31,13,23,30,49,80,118,144,187,336,640,993,1436,2030,2295,2073,1205,606,196,12485,20.4057452046499,7.92663593570889,13.9103087483746,18.6055742300393,31.9465905164264,44.922116280898,60.3413890792313,74.8281291408795,107.100107100107,202.641577709426,391.324817942243,742.679780112935,1161.73710439454,1860.4395402973,2585.12903116798,3238.91067606206,3709.2901557594,3748.60819002845,3768.50605652759,511.892007801587,502.95181774604,520.951225165839,731.853465328919,718.262409102743,NA,745.570139497277,NA,311.973449781951,306.274876655902,NA,317.723821472915,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,1999,36,17,20,25,35,84,114,143,187,300,642,980,1495,1950,2280,2075,1148,709,192,12432,24.1763260043249,10.4451476145126,12.0299304670019,15.5638147532513,22.9469074125067,49.7162033392717,59.1712905050841,73.6733642452344,105.009574402372,182.047672217098,383.141762452107,719.112996132933,1198.97345416633,1789.94327256705,2557.77428763742,3110.80461148674,3637.86164717812,4302.44553674373,3475.74221578566,510.232769075757,501.302665576964,519.282020625979,723.267119285858,709.862832176862,NA,736.795043721306,NA,307.942439061841,302.295314486859,NA,313.641098857786,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2000,27,22,12,24,53,85,119,147,216,343,649,962,1499,1867,2292,2086,1273,660,206,12542,18.5623143768562,13.7342914042064,7.24305270528019,14.9288082456784,34.4200545525393,53.0176392804571,63.5877377192842,75.2584128154326,118.893628732627,208.018727750183,378.251417714289,698.255088116598,1196.04244793745,1706.45656624744,2556.43794057286,3168.7199039966,3712.01959526448,3953.0426449449,3465.6796769852,515.722929069388,506.736233630856,524.82899678506794,719.239830032566,706.050716674878,NA,732.549301554782,NA,306.916567118079,301.297914998475,NA,312.586405835844,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2001,29,16,22,27,57,73,99,139,217,328,678,1052,1476,2033,2300,2053,1301,637,229,12766,20.4553790593347,10.2331233411148,13.2738824296032,16.7563441380723,36.1425156459048,47.6747147680592,53.7511808971561,71.3955519030253,117.578213894819,196.142921213933,389.794064551737,740.954648222624,1184.38156986728,1843.90730579112,2548.75886524823,3101.4895609874,3518.78397749709,3818.71590432228,3596.67033139626,524.54398243357,515.483775666569,533.723469685629,719.3582815537,706.329981337317,NA,732.503990071458,NA,309.409372202926,303.780890380302,NA,315.088803114843,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2002,30,22,25,34,42,74,116,155,236,338,620,1052,1594,2067,2291,2176,1434,612,244,13162,21.7288958099446,14.2911894816845,15.1278606784543,21.0249021414481,25.992189965777,50.1039318044863,65.1740315195101,79.9051448602949,125.267387484939,197.953697575946,371.304175974224,686.890319547645,1273.74283819311,1865.40561516872,2508.45824528364,3282.84352181522,3633.87562718565,3685.63685636856,3751.53751537515,540.392957072796,531.199883767642,549.705212331727,730.926291646921,717.892831348684,NA,744.075377434362,NA,314.116644934646,308.462226709273,NA,319.82170752894,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2003,35,30,24,42,46,64,109,131,218,370,606,1079,1551,2036,2406,2126,1487,682,250,13292,25.8211113406321,19.7778290536309,14.7083157139968,25.7480734923583,28.012569117969502,44.4262420258366,63.1550891993209,67.9136511623084,113.988120137204,212.983962883227,369.406328674099,676.188029153167,1224.19018753552,1810.13175909956,2608.97852960312,3174.12920467609,3608.69776246178,4268.63616448645,3750.93773443361,545.181306007002,535.952047522048,554.529624821545,732.687129875834,719.661028914689,NA,745.828445139548,NA,313.329915654828,307.694697039174,NA,319.015561209779,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2004,23,23,22,20,43,52,93,141,224,368,709,1153,1611,2156,2314,2142,1576,664,279,13613,17.054470495766,15.3476578139597,13.5480493887982,12.2229216449608,26.1721151329604,35.7339197361187,55.9819413092551,73.645010158833,115.555647266387,207.59879276789,434.524137846501,703.018773588932,1242.31745028031,1891.32761373406,2491.76232420908,3157.28962457439,3652.03689113408,4181.62352792997,4121.12259970458,556.404124412502,547.096128431328,565.830762242731,739.034575994681,726.01819556648,NA,752.165001277486,NA,314.785563503832,309.213026192628,NA,320.407177244641,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2005,32,12,22,34,67,67,96,172,266,325,613,1205,1555,2043,2308,2145,1493,643,239,13337,23.5710076605775,8.10476762955809,13.6848260160983,20.7627248022961,40.3150591788966,44.6119426836414,59.5470700980666,91.472818745546,135.056231118783,179.134422470622,374.795177187019,715.762212507128,1182.38362455708,1779.61672473868,2453.9094562698,3114.83503717472,3471.77006790066,3620.4954954955,3403.10408657269,541.873842570961,532.71599885086,551.149624452011,704.885293475501,692.449056843871,NA,717.430680701972,NA,304.880009748603,299.404122676074,NA,310.404831632606,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2006,27,10,13,25,53,73,90,135,212,364,631,1180,1656,2062,2406,2209,1561,780,278,13765,19.6768621963751,6.89070650413787,8.21018062397373,15.1590487393735,31.6251760269232,47.0685330737042,57.6483323618522,72.4369396197866,107.247285935429,196.874881685768,380.776518580204,691.514299109236,1219.52117592477,1805.35126427121,2527.78886764304,3156.34555482525,3578.79774405062,4001.43641307136,3918.8046236256,556.14723498059,546.894833389209,565.516912272609,722.867218680828,710.313037007874,NA,735.529849198521,NA,307.052414455341,301.633357469379,NA,312.519049320752,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2007,27,15,11,31,44,65,98,130,230,383,660,1177,1806,2129,2275,2279,1553,794,266,13973,19.1867653956027,10.5811894667786,6.99914737659231,18.5647640777804,26.0038060116072,40.1762811597965,64.3293663557414,71.1113056035709,115.904051602499,202.436639446074,389.068358131529,717.849257754846,1226.68550391914,1847.83363421747,2365.55338352119,3180.3402224424,3502.40184028326,3792.87283844464,3797.82981153626,559.690357808488,550.448287756487,569.048691341328,715.410854342752,703.077421879177,NA,727.850039522563,NA,306.449445783335,301.084893439515,NA,311.860712134356,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2008,32,19,12,26,55,90,82,168,272,395,665,1169,1891,2198,2460,2215,1621,861,259,14490,22.1159428302878,13.6562926759146,7.69561285936909,15.6309179557164,31.9316314741383,54.0634705143839,54.5310660823419,94.0407285917401,137.470939047812,204.630344348835,384.373067297077,725.330090340514,1229.64677729803,1875.33061447366,2509.12874074376,3030.26157382073,3576.9451432102,3902.99184043518,3754.16727061893,576.074882578525,566.732810863021,585.532345691196,725.525658587221,713.23421317997,NA,737.920658185812,NA,313.824170109952,308.416829848979,NA,319.277850800987,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2009,30,10,17,41,56,83,97,147,235,378,709,1235,1963,2317,2541,2346,1594,881,277,14957,20.3796040922245,7.25136869584134,11.0253583241455,24.3786419312641,32.3258445126879,49.5291744739763,63.6934310403698,84.8151951903438,119.696429480976,193.010763669043,401.013563194986,770.767022405292,1242.66460716479,1931.6220790156,2545.93912189648,3159.8938620476,3432.16415821545,3763.67053998633,3934.65909090909,590.726031795808,581.296504139706,600.270186040964,734.511327034318,722.267796450452,NA,746.856335218025,NA,317.809574953194,312.420377322676,NA,323.244219136785,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2010,23,12,14,30,56,85,107,135,254,405,706,1208,1927,2199,2501,2220,1683,905,296,14766,15.5040849893494,8.7071986765058,9.20652874409796,17.8354854819148,31.8364516000659,50.4427089515038,68.7342617811809,80.0683249706416,132.015259716635,203.455222268551,390.659583886676,753.056173751504,1187.51232498521,1804.2780836417,2480.31417974096,2921.93690195717,3531.63361661945,3800.60473710734,3665.6346749226,579.463766443844,570.154621578469,588.886808991414,710.863903646864,699.032022878313,NA,722.793704216916,NA,307.403716610344,302.150620346731,NA,312.701457574733,NA,100,NA
S92000003,"C00-C97, excluding C44",All cancer types,Male,NA,2011,31,19,17,30,56,77,94,135,256,419,688,1215,1945,2344,2609,2439,1802,893,326,15395,20.7017215818786,13.7092060926598,11.4273422690669,18.031988748039,30.7531782860595,45.1899150194845,58.8810102478014,82.0823377049778,134.120593274062,209.282346359786,372.501989745367,746.497911034652,1181.45151493063,1854.2103389629401,2591.79051100691,3151.65141882462,3663.94209263552,3666.29716303321,3601.41405214317,598.95732015718,589.532851736238,608.494701279074,727.306071922665,715.519838400066,NA,739.18725359193,NA,312.92890033398203,307.666182240148,NA,318.235629708892,NA,100,NA
